rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-MVP	0	0.39	0.562	0.274	0	3	Ssus11-MVP	MVP	Suss11
Ssus11-ILF2	0	0.38	0.513	0.237	0	3	Ssus11-ILF2	ILF2	Suss11
Ssus11-ENSSSCG00000004024.2	0	0.44	0.868	0.572	0	3	Ssus11-ENSSSCG00000004024	ENSSSCG00000004024	Suss11
Ssus11-HSD17B11	0	0.26	0.286	0.089	0	3	Ssus11-HSD17B11	HSD17B11	Suss11
Ssus11-ANPEP	0	0.36	0.439	0.18	0	3	Ssus11-ANPEP	ANPEP	Suss11
Ssus11-ENSSSCG00000013990	0	0.36	0.472	0.207	0	3	Ssus11-ENSSSCG00000013990	ENSSSCG00000013990	Suss11
Ssus11-ATP2B1	0	0.3	0.343	0.121	0	3	Ssus11-ATP2B1	ATP2B1	Suss11
Ssus11-FUCA1	0	0.33	0.435	0.178	0	3	Ssus11-FUCA1	FUCA1	Suss11
Ssus11-PPM1M	0	0.31	0.378	0.142	0	3	Ssus11-PPM1M	PPM1M	Suss11
Ssus11-IMPDH1	0	0.32	0.401	0.156	0	3	Ssus11-IMPDH1	IMPDH1	Suss11
Ssus11-CASQ2.3	0	-0.82	0.042	0.329	0	3	Ssus11-CASQ2	CASQ2	Suss11
Ssus11-ENSSSCG00000037775.2	0	0.46	0.697	0.355	0	3	Ssus11-ENSSSCG00000037775	ENSSSCG00000037775	Suss11
Ssus11-ARL8A	0	0.29	0.346	0.123	0	3	Ssus11-ARL8A	ARL8A	Suss11
Ssus11-TANGO2	0	0.35	0.46	0.198	0	3	Ssus11-TANGO2	TANGO2	Suss11
Ssus11-SNRPF	0	0.35	0.448	0.19	0	3	Ssus11-SNRPF	SNRPF	Suss11
Ssus11-NUDT1	0	0.3	0.368	0.137	0	3	Ssus11-NUDT1	NUDT1	Suss11
Ssus11-HEXB	0	0.37	0.483	0.216	0	3	Ssus11-HEXB	HEXB	Suss11
Ssus11-HMOX1	0	0.49	0.557	0.272	0	3	Ssus11-HMOX1	HMOX1	Suss11
Ssus11-YWHAB	0	0.37	0.586	0.286	0	3	Ssus11-YWHAB	YWHAB	Suss11
Ssus11-GRK6	0	0.29	0.323	0.111	0	3	Ssus11-GRK6	GRK6	Suss11
Ssus11-ASPN.2	0	-0.95	0.653	0.814	0	3	Ssus11-ASPN	ASPN	Suss11
Ssus11-SFT2D1	0	0.37	0.497	0.228	0	3	Ssus11-SFT2D1	SFT2D1	Suss11
Ssus11-ENSSSCG00000040857	0	0.36	0.481	0.218	0	3	Ssus11-ENSSSCG00000040857	ENSSSCG00000040857	Suss11
Ssus11-ENSSSCG00000012961.1	0	0.41	0.905	0.71	0	3	Ssus11-ENSSSCG00000012961	ENSSSCG00000012961	Suss11
Ssus11-ARHGEF10L.1	0	0.37	0.536	0.256	0	3	Ssus11-ARHGEF10L	ARHGEF10L	Suss11
Ssus11-USP5	0	0.33	0.433	0.182	0	3	Ssus11-USP5	USP5	Suss11
Ssus11-SLC49A3.1	0	0.34	0.481	0.211	0	3	Ssus11-SLC49A3	SLC49A3	Suss11
Ssus11-SORBS2.2	0	-0.66	0.047	0.329	0	3	Ssus11-SORBS2	SORBS2	Suss11
Ssus11-CLPTM1L.1	0	0.36	0.637	0.329	0	3	Ssus11-CLPTM1L	CLPTM1L	Suss11
Ssus11-FBLN5.2	0	-0.58	0.113	0.406	0	3	Ssus11-FBLN5	FBLN5	Suss11
Ssus11-ENSSSCG00000021576	0	0.37	0.444	0.191	0	3	Ssus11-ENSSSCG00000021576	ENSSSCG00000021576	Suss11
Ssus11-CSK	0	0.33	0.45	0.193	0	3	Ssus11-CSK	CSK	Suss11
Ssus11-SLC35F6	0	0.33	0.425	0.175	0	3	Ssus11-SLC35F6	SLC35F6	Suss11
Ssus11-MAPRE1	0	0.32	0.424	0.175	0	3	Ssus11-MAPRE1	MAPRE1	Suss11
Ssus11-C11orf98	0	0.27	0.338	0.121	0	3	Ssus11-C11orf98	C11orf98	Suss11
Ssus11-TUBB6.1	0	0.39	0.63	0.329	0	3	Ssus11-TUBB6	TUBB6	Suss11
Ssus11-SELENOF	0	0.39	0.679	0.373	0	3	Ssus11-SELENOF	SELENOF	Suss11
Ssus11-EIF6.1	0	0.41	0.669	0.376	0	3	Ssus11-EIF6	EIF6	Suss11
Ssus11-ESYT1	0	0.31	0.414	0.168	0	3	Ssus11-ESYT1	ESYT1	Suss11
Ssus11-MVD	0	0.28	0.288	0.094	0	3	Ssus11-MVD	MVD	Suss11
Ssus11-CDKN1A.1	0	0.38	0.482	0.22	0	3	Ssus11-CDKN1A	CDKN1A	Suss11
Ssus11-POLR2G	0	0.37	0.558	0.279	0	3	Ssus11-POLR2G	POLR2G	Suss11
Ssus11-CCDC124	0	0.37	0.551	0.275	0	3	Ssus11-CCDC124	CCDC124	Suss11
Ssus11-GGA2	0	0.35	0.504	0.236	0	3	Ssus11-GGA2	GGA2	Suss11
Ssus11-MLF2.1	0	0.44	0.752	0.474	0	3	Ssus11-MLF2	MLF2	Suss11
Ssus11-ACSL5	0	0.28	0.363	0.135	0	3	Ssus11-ACSL5	ACSL5	Suss11
Ssus11-HTT	0	0.35	0.478	0.218	0	3	Ssus11-HTT	HTT	Suss11
Ssus11-ENSSSCG00000049515	0	0.34	0.467	0.207	0	3	Ssus11-ENSSSCG00000049515	ENSSSCG00000049515	Suss11
Ssus11-ENSSSCG00000006156	0	0.26	0.295	0.097	0	3	Ssus11-ENSSSCG00000006156	ENSSSCG00000006156	Suss11
Ssus11-DCPS	0	0.27	0.338	0.122	0	3	Ssus11-DCPS	DCPS	Suss11
Ssus11-ENSSSCG00000039825.3	0	-0.74	0.022	0.293	0	3	Ssus11-ENSSSCG00000039825	ENSSSCG00000039825	Suss11
Ssus11-SCAMP3	0	0.37	0.518	0.25	0	3	Ssus11-SCAMP3	SCAMP3	Suss11
Ssus11-PCNA	0	0.33	0.39	0.157	0	3	Ssus11-PCNA	PCNA	Suss11
Ssus11-GNAI2.2	0	0.37	0.521	0.243	0	3	Ssus11-GNAI2	GNAI2	Suss11
Ssus11-REEP5	0	0.42	0.713	0.426	0	3	Ssus11-REEP5	REEP5	Suss11
Ssus11-GSTO1	0	0.32	0.428	0.18	0	3	Ssus11-GSTO1	GSTO1	Suss11
Ssus11-COLGALT1.1	0	0.37	0.716	0.393	0	3	Ssus11-COLGALT1	COLGALT1	Suss11
Ssus11-ATP2A2.3	0	-0.93	0.263	0.523	0	3	Ssus11-ATP2A2	ATP2A2	Suss11
Ssus11-OGN.2	0	-0.77	0.118	0.4	0	3	Ssus11-OGN	OGN	Suss11
Ssus11-ENSSSCG00000040273	0	0.32	1	0.995	0	3	Ssus11-ENSSSCG00000040273	ENSSSCG00000040273	Suss11
Ssus11-COL5A3.1	0	0.42	0.665	0.369	0	3	Ssus11-COL5A3	COL5A3	Suss11
Ssus11-ENSSSCG00000034448.3	0	0.34	0.999	0.991	0	3	Ssus11-ENSSSCG00000034448	ENSSSCG00000034448	Suss11
Ssus11-ENSSSCG00000033744	0	0.42	0.861	0.666	0	3	Ssus11-ENSSSCG00000033744	ENSSSCG00000033744	Suss11
Ssus11-SNRPA1	0	0.29	0.367	0.142	0	3	Ssus11-SNRPA1	SNRPA1	Suss11
Ssus11-ACTA2.2	0	0.36	0.95	0.738	0	3	Ssus11-ACTA2	ACTA2	Suss11
Ssus11-SMG9	0	0.27	0.324	0.116	0	3	Ssus11-SMG9	SMG9	Suss11
Ssus11-IRAK1	0	0.31	0.394	0.161	0	3	Ssus11-IRAK1	IRAK1	Suss11
Ssus11-PSMB2	0	0.37	0.617	0.325	0	3	Ssus11-PSMB2	PSMB2	Suss11
Ssus11-ENSSSCG00000021560	0	0.35	0.541	0.265	0	3	Ssus11-ENSSSCG00000021560	ENSSSCG00000021560	Suss11
Ssus11-DPP7.1	0	0.4	0.767	0.469	0	3	Ssus11-DPP7	DPP7	Suss11
Ssus11-UBTD1	0	0.3	0.392	0.16	0	3	Ssus11-UBTD1	UBTD1	Suss11
Ssus11-BLVRB.2	0	0.32	0.464	0.203	0	3	Ssus11-BLVRB	BLVRB	Suss11
Ssus11-DCN.2	0	-0.72	0.936	0.954	0	3	Ssus11-DCN	DCN	Suss11
Ssus11-RNF181	0	0.38	0.649	0.363	0	3	Ssus11-RNF181	RNF181	Suss11
Ssus11-FMNL3.1	0	0.36	0.555	0.276	0	3	Ssus11-FMNL3	FMNL3	Suss11
Ssus11-LDB3.3	0	-0.74	0.023	0.287	0	3	Ssus11-LDB3	LDB3	Suss11
Ssus11-MRPL40.1	0	0.38	0.626	0.342	0	3	Ssus11-MRPL40	MRPL40	Suss11
Ssus11-RRBP1.1	0	0.41	0.914	0.659	0	3	Ssus11-RRBP1	RRBP1	Suss11
Ssus11-MFSD1	0	0.3	0.393	0.16	0	3	Ssus11-MFSD1	MFSD1	Suss11
Ssus11-ENSSSCG00000017164.2	0	0.38	0.993	0.885	0	3	Ssus11-ENSSSCG00000017164	ENSSSCG00000017164	Suss11
Ssus11-ENSSSCG00000014031	0	0.38	0.617	0.336	0	3	Ssus11-ENSSSCG00000014031	ENSSSCG00000014031	Suss11
Ssus11-ENSSSCG00000017106	0	0.29	0.374	0.148	0	3	Ssus11-ENSSSCG00000017106	ENSSSCG00000017106	Suss11
Ssus11-ENSSSCG00000031608.3	0	-0.75	0.015	0.274	0	3	Ssus11-ENSSSCG00000031608	ENSSSCG00000031608	Suss11
Ssus11-TLN1.1	0	0.4	0.779	0.492	0	3	Ssus11-TLN1	TLN1	Suss11
Ssus11-PIEZO1.1	0	0.33	0.491	0.228	0	3	Ssus11-PIEZO1	PIEZO1	Suss11
Ssus11-PDLIM4	0	0.3	0.37	0.147	0	3	Ssus11-PDLIM4	PDLIM4	Suss11
Ssus11-PCBD1	0	0.34	0.418	0.182	0	3	Ssus11-PCBD1	PCBD1	Suss11
Ssus11-CERS2	0	0.32	0.413	0.176	0	3	Ssus11-CERS2	CERS2	Suss11
Ssus11-ND5.2	0	-1.03	0.381	0.61	0	3	Ssus11-ND5	ND5	Suss11
Ssus11-RILPL2	0	0.3	0.403	0.167	0	3	Ssus11-RILPL2	RILPL2	Suss11
Ssus11-TMEM165	0	0.27	0.348	0.132	0	3	Ssus11-TMEM165	TMEM165	Suss11
Ssus11-ENSSSCG00000033720.1	0	0.38	0.642	0.345	0	3	Ssus11-ENSSSCG00000033720	ENSSSCG00000033720	Suss11
Ssus11-HCFC1R1.1	0	0.34	0.465	0.213	0	3	Ssus11-HCFC1R1	HCFC1R1	Suss11
Ssus11-SND1	0	0.33	0.486	0.226	0	3	Ssus11-SND1	SND1	Suss11
Ssus11-NEDD8.1	0	0.4	0.751	0.468	0	3	Ssus11-NEDD8	NEDD8	Suss11
Ssus11-METTL26	0	0.25	0.295	0.101	0	3	Ssus11-METTL26	METTL26	Suss11
Ssus11-COL6A3.1	0	0.49	0.97	0.888	0	3	Ssus11-COL6A3	COL6A3	Suss11
Ssus11-GALK1	0	0.29	0.409	0.171	0	3	Ssus11-GALK1	GALK1	Suss11
Ssus11-CBFB	0	0.3	0.406	0.171	0	3	Ssus11-CBFB	CBFB	Suss11
Ssus11-FASN	0	0.36	0.525	0.259	0	3	Ssus11-FASN	FASN	Suss11
Ssus11-MFAP4.3	0	-0.8	0.719	0.842	0	3	Ssus11-MFAP4	MFAP4	Suss11
Ssus11-MAP4K4	0	0.36	0.629	0.337	0	3	Ssus11-MAP4K4	MAP4K4	Suss11
Ssus11-ENSSSCG00000004547	0	0.29	0.361	0.142	0	3	Ssus11-ENSSSCG00000004547	ENSSSCG00000004547	Suss11
Ssus11-HDAC1	0	0.28	0.349	0.134	0	3	Ssus11-HDAC1	HDAC1	Suss11
Ssus11-ENSSSCG00000000576.3	0	-1.22	0.785	0.853	0	3	Ssus11-ENSSSCG00000000576	ENSSSCG00000000576	Suss11
Ssus11-TNNI3.3	0	-0.72	0.008	0.26	0	3	Ssus11-TNNI3	TNNI3	Suss11
Ssus11-ENSSSCG00000000261.1	0	0.5	0.78	0.543	0	3	Ssus11-ENSSSCG00000000261	ENSSSCG00000000261	Suss11
Ssus11-AUP1	0	0.34	0.543	0.27	0	3	Ssus11-AUP1	AUP1	Suss11
Ssus11-CORO1B.1	0	0.32	0.51	0.243	0	3	Ssus11-CORO1B	CORO1B	Suss11
Ssus11-NTAN1	0	0.35	0.544	0.275	0	3	Ssus11-NTAN1	NTAN1	Suss11
Ssus11-RPS19.2	0	0.36	1	0.994	0	3	Ssus11-RPS19	RPS19	Suss11
Ssus11-DYNLT3	0	0.3	0.39	0.16	0	3	Ssus11-DYNLT3	DYNLT3	Suss11
Ssus11-ENSSSCG00000000394	0	0.35	0.6	0.316	0	3	Ssus11-ENSSSCG00000000394	ENSSSCG00000000394	Suss11
Ssus11-LY96	0	0.3	0.421	0.181	0	3	Ssus11-LY96	LY96	Suss11
Ssus11-BLVRA	0	0.26	0.305	0.109	0	3	Ssus11-BLVRA	BLVRA	Suss11
Ssus11-COL6A1.2	0	0.42	0.998	0.951	0	3	Ssus11-COL6A1	COL6A1	Suss11
Ssus11-CKMT2.3	0	-0.89	0.021	0.274	0	3	Ssus11-CKMT2	CKMT2	Suss11
Ssus11-LMOD2.3	0	-0.71	0.036	0.293	0	3	Ssus11-LMOD2	LMOD2	Suss11
Ssus11-LSM7	0	0.35	0.532	0.269	0	3	Ssus11-LSM7	LSM7	Suss11
Ssus11-NSUN2	0	0.27	0.315	0.115	0	3	Ssus11-NSUN2	NSUN2	Suss11
Ssus11-ITGA7.1	0	-0.73	0.207	0.47	0	3	Ssus11-ITGA7	ITGA7	Suss11
Ssus11-POLE4	0	0.38	0.656	0.368	0	3	Ssus11-POLE4	POLE4	Suss11
Ssus11-RPS7.1	0	0.31	1	0.995	0	3	Ssus11-RPS7	RPS7	Suss11
Ssus11-GSDMD.1	0	0.35	0.543	0.27	0	3	Ssus11-GSDMD	GSDMD	Suss11
Ssus11-SRL.3	0	-0.6	0.022	0.273	0	3	Ssus11-SRL	SRL	Suss11
Ssus11-TSC22D1.3	0	-0.64	0.203	0.468	0	3	Ssus11-TSC22D1	TSC22D1	Suss11
Ssus11-ARHGAP4	0	0.26	0.316	0.115	0	3	Ssus11-ARHGAP4	ARHGAP4	Suss11
Ssus11-SMAP2	0	0.3	0.41	0.175	0	3	Ssus11-SMAP2	SMAP2	Suss11
Ssus11-ORMDL2	0	0.25	0.3	0.106	0	3	Ssus11-ORMDL2	ORMDL2	Suss11
Ssus11-LOXL2	0	0.44	0.609	0.339	0	3	Ssus11-LOXL2	LOXL2	Suss11
Ssus11-TNNT1.3	0	-0.82	0.045	0.302	0	3	Ssus11-TNNT1	TNNT1	Suss11
Ssus11-OSTM1	0	0.27	0.303	0.109	0	3	Ssus11-OSTM1	OSTM1	Suss11
Ssus11-TMEM208	0	0.33	0.498	0.24	0	3	Ssus11-TMEM208	TMEM208	Suss11
Ssus11-PAM.2	0	-0.66	0.246	0.5	0	3	Ssus11-PAM	PAM	Suss11
Ssus11-NPL	0	0.27	0.334	0.127	0	3	Ssus11-NPL	NPL	Suss11
Ssus11-TRABD	0	0.3	0.4	0.172	0	3	Ssus11-TRABD	TRABD	Suss11
Ssus11-NT5DC2	0	0.29	0.396	0.166	0	3	Ssus11-NT5DC2	NT5DC2	Suss11
Ssus11-ENSSSCG00000026064	0	0.31	0.415	0.183	0	3	Ssus11-ENSSSCG00000026064	ENSSSCG00000026064	Suss11
Ssus11-ENSSSCG00000032480.1	0	-0.65	0.111	0.377	0	3	Ssus11-ENSSSCG00000032480	ENSSSCG00000032480	Suss11
Ssus11-ENSSSCG00000035224.1	0	0.29	0.418	0.18	0	3	Ssus11-ENSSSCG00000035224	ENSSSCG00000035224	Suss11
Ssus11-CAPZA1	0	0.31	0.516	0.249	0	3	Ssus11-CAPZA1	CAPZA1	Suss11
Ssus11-PLEKHM1	0	0.26	0.248	0.079	0	3	Ssus11-PLEKHM1	PLEKHM1	Suss11
Ssus11-SNAI1	0	0.28	0.302	0.109	0	3	Ssus11-SNAI1	SNAI1	Suss11
Ssus11-GALNS	0	0.34	0.519	0.258	0	3	Ssus11-GALNS	GALNS	Suss11
Ssus11-SMPX.3	0	-0.66	0.024	0.273	0	3	Ssus11-SMPX	SMPX	Suss11
Ssus11-UNC93B1.2	0	0.3	0.53	0.252	0	3	Ssus11-UNC93B1	UNC93B1	Suss11
Ssus11-TRAPPC4	0	0.27	0.356	0.142	0	3	Ssus11-TRAPPC4	TRAPPC4	Suss11
Ssus11-TTLL12	0	0.33	0.546	0.277	0	3	Ssus11-TTLL12	TTLL12	Suss11
Ssus11-DPM2	0	0.32	0.453	0.21	0	3	Ssus11-DPM2	DPM2	Suss11
Ssus11-TOR4A	0	0.29	0.351	0.14	0	3	Ssus11-TOR4A	TOR4A	Suss11
Ssus11-EIF3I	0	0.33	0.48	0.229	0	3	Ssus11-EIF3I	EIF3I	Suss11
Ssus11-ENSSSCG00000013919	0	0.3	0.393	0.168	0	3	Ssus11-ENSSSCG00000013919	ENSSSCG00000013919	Suss11
Ssus11-UBE2S.1	0	0.36	0.626	0.348	0	3	Ssus11-UBE2S	UBE2S	Suss11
Ssus11-MRPL17.1	0	0.38	0.708	0.421	0	3	Ssus11-MRPL17	MRPL17	Suss11
Ssus11-ENSSSCG00000022906	0	0.33	0.463	0.218	0	3	Ssus11-ENSSSCG00000022906	ENSSSCG00000022906	Suss11
Ssus11-LRPAP1.1	0	0.39	0.842	0.613	0	3	Ssus11-LRPAP1	LRPAP1	Suss11
Ssus11-UTP6	0	0.26	0.314	0.117	0	3	Ssus11-UTP6	UTP6	Suss11
Ssus11-WDR1.1	0	0.38	0.768	0.495	0	3	Ssus11-WDR1	WDR1	Suss11
Ssus11-PRDX4	0	0.42	0.74	0.46	0	3	Ssus11-PRDX4	PRDX4	Suss11
Ssus11-MBD2	0	0.27	0.39	0.163	0	3	Ssus11-MBD2	MBD2	Suss11
Ssus11-AKR1A1.1	0	0.34	0.594	0.312	0	3	Ssus11-AKR1A1	AKR1A1	Suss11
Ssus11-PYCR3	0	0.27	0.327	0.125	0	3	Ssus11-PYCR3	PYCR3	Suss11
Ssus11-SLC1A5	0	0.35	0.669	0.374	0	3	Ssus11-SLC1A5	SLC1A5	Suss11
Ssus11-PHF5A	0	0.33	0.484	0.235	0	3	Ssus11-PHF5A	PHF5A	Suss11
Ssus11-TNFSF12	0	0.34	0.507	0.253	0	3	Ssus11-TNFSF12	TNFSF12	Suss11
Ssus11-ENSSSCG00000033653	0	0.36	0.674	0.388	0	3	Ssus11-ENSSSCG00000033653	ENSSSCG00000033653	Suss11
Ssus11-RPS5.3	0	0.36	0.995	0.969	0	3	Ssus11-RPS5	RPS5	Suss11
Ssus11-ENSSSCG00000013613	0	0.3	0.449	0.207	0	3	Ssus11-ENSSSCG00000013613	ENSSSCG00000013613	Suss11
Ssus11-VPS25	0	0.34	0.552	0.286	0	3	Ssus11-VPS25	VPS25	Suss11
Ssus11-RAP1B	0	0.34	0.545	0.28	0	3	Ssus11-RAP1B	RAP1B	Suss11
Ssus11-DDX54	0	0.3	0.432	0.195	0	3	Ssus11-DDX54	DDX54	Suss11
Ssus11-PIP4K2A	0	0.28	0.387	0.162	0	3	Ssus11-PIP4K2A	PIP4K2A	Suss11
Ssus11-CDCA4	0	0.26	0.296	0.108	0	3	Ssus11-CDCA4	CDCA4	Suss11
Ssus11-AKR7A2.1	0	0.3	0.404	0.176	0	3	Ssus11-AKR7A2	AKR7A2	Suss11
Ssus11-ENSSSCG00000029160.3	0	-0.91	0.285	0.618	0	3	Ssus11-ENSSSCG00000029160	ENSSSCG00000029160	Suss11
Ssus11-RRP1B	0	0.26	0.324	0.124	0	3	Ssus11-RRP1B	RRP1B	Suss11
Ssus11-COL15A1.1	0	0.43	0.707	0.428	0	3	Ssus11-COL15A1	COL15A1	Suss11
Ssus11-NFKBIE	0	0.25	0.32	0.122	0	3	Ssus11-NFKBIE	NFKBIE	Suss11
Ssus11-GNS	0	0.34	0.536	0.271	0	3	Ssus11-GNS	GNS	Suss11
Ssus11-LASP1	0	0.32	0.506	0.249	0	3	Ssus11-LASP1	LASP1	Suss11
Ssus11-IPO4	0	0.33	0.522	0.266	0	3	Ssus11-IPO4	IPO4	Suss11
Ssus11-COMMD4	0	0.32	0.467	0.223	0	3	Ssus11-COMMD4	COMMD4	Suss11
Ssus11-ENSSSCG00000012916.1	0	0.37	0.652	0.371	0	3	Ssus11-ENSSSCG00000012916	ENSSSCG00000012916	Suss11
Ssus11-JPT2	0	0.25	0.318	0.121	0	3	Ssus11-JPT2	JPT2	Suss11
Ssus11-GARS1	0	0.31	0.498	0.242	0	3	Ssus11-GARS1	GARS1	Suss11
Ssus11-ENSSSCG00000038967	0	0.3	0.416	0.187	0	3	Ssus11-ENSSSCG00000038967	ENSSSCG00000038967	Suss11
Ssus11-FES.1	0	0.3	0.506	0.243	0	3	Ssus11-FES	FES	Suss11
Ssus11-ASPDH.3	0	-0.85	0.398	0.607	0	3	Ssus11-ASPDH	ASPDH	Suss11
Ssus11-RPS25.2	0	0.36	0.992	0.969	0	3	Ssus11-RPS25	RPS25	Suss11
Ssus11-ENSSSCG00000000377	0	0.32	0.507	0.254	0	3	Ssus11-ENSSSCG00000000377	ENSSSCG00000000377	Suss11
Ssus11-TNFRSF1B.1	0	0.34	0.536	0.273	0	3	Ssus11-TNFRSF1B	TNFRSF1B	Suss11
Ssus11-RPL36AL.1	0	0.38	0.88	0.715	0	3	Ssus11-RPL36AL	RPL36AL	Suss11
Ssus11-RPA3	0	0.25	0.342	0.135	0	3	Ssus11-RPA3	RPA3	Suss11
Ssus11-ENSSSCG00000010517.1	0	0.41	0.84	0.648	0	3	Ssus11-ENSSSCG00000010517	ENSSSCG00000010517	Suss11
Ssus11-TMEM30A	0	0.32	0.503	0.249	0	3	Ssus11-TMEM30A	TMEM30A	Suss11
Ssus11-DNM2.1	0	0.32	0.517	0.26	0	3	Ssus11-DNM2	DNM2	Suss11
Ssus11-PRRX2	0	0.29	0.387	0.166	0	3	Ssus11-PRRX2	PRRX2	Suss11
Ssus11-UBALD2	0	0.32	0.582	0.309	0	3	Ssus11-UBALD2	UBALD2	Suss11
Ssus11-PSMB8.1	0	0.27	0.464	0.212	0	3	Ssus11-PSMB8	PSMB8	Suss11
Ssus11-VPS28.1	0	0.37	0.666	0.388	0	3	Ssus11-VPS28	VPS28	Suss11
Ssus11-MYL12A.1	0	0.35	0.97	0.879	0	3	Ssus11-MYL12A	MYL12A	Suss11
Ssus11-MCM7	0	0.29	0.404	0.178	0	3	Ssus11-MCM7	MCM7	Suss11
Ssus11-PGLS	0	0.34	0.564	0.298	0	3	Ssus11-PGLS	PGLS	Suss11
Ssus11-PDIA6.1	0	0.41	0.81	0.57	0	3	Ssus11-PDIA6	PDIA6	Suss11
Ssus11-RAMP1.3	0	-0.65	0.11	0.36	0	3	Ssus11-RAMP1	RAMP1	Suss11
Ssus11-PDK4.3	0	-0.48	0.015	0.249	0	3	Ssus11-PDK4	PDK4	Suss11
Ssus11-CD109	0	0.26	0.309	0.117	0	3	Ssus11-CD109	CD109	Suss11
Ssus11-LXN	0	0.25	0.324	0.126	0	3	Ssus11-LXN	LXN	Suss11
GRCh38-MYL7.3	0	-2.44	0.159	0.418	0	3	GRCh38-MYL7	MYL7	GRCh38
Ssus11-PDCD6	0	0.33	0.531	0.278	0	3	Ssus11-PDCD6	PDCD6	Suss11
Ssus11-ATP6V1D	0	0.29	0.381	0.166	0	3	Ssus11-ATP6V1D	ATP6V1D	Suss11
Ssus11-TNIP1	0	0.37	0.655	0.39	0	3	Ssus11-TNIP1	TNIP1	Suss11
Ssus11-EMG1	0	0.34	0.515	0.269	0	3	Ssus11-EMG1	EMG1	Suss11
Ssus11-RNPEP	0	0.26	0.35	0.143	0	3	Ssus11-RNPEP	RNPEP	Suss11
Ssus11-SH3BGR.3	0	-0.66	0.085	0.329	0	3	Ssus11-SH3BGR	SH3BGR	Suss11
Ssus11-ENSSSCG00000006777.2	0	0.4	0.801	0.589	0	3	Ssus11-ENSSSCG00000006777	ENSSSCG00000006777	Suss11
Ssus11-RAB31	0	0.3	0.469	0.223	0	3	Ssus11-RAB31	RAB31	Suss11
Ssus11-CCDC80.3	0	-0.77	0.862	0.874	0	3	Ssus11-CCDC80	CCDC80	Suss11
Ssus11-DEGS1	0	0.3	0.439	0.206	0	3	Ssus11-DEGS1	DEGS1	Suss11
Ssus11-CLN6	0	0.27	0.365	0.154	0	3	Ssus11-CLN6	CLN6	Suss11
Ssus11-DIAPH1	0	0.26	0.343	0.14	0	3	Ssus11-DIAPH1	DIAPH1	Suss11
Ssus11-CARD9.1	0	0.29	0.372	0.159	0	3	Ssus11-CARD9	CARD9	Suss11
Ssus11-VCAM1	0	0.32	0.445	0.21	0	3	Ssus11-VCAM1	VCAM1	Suss11
Ssus11-THBS4.2	0	-1.12	0.93	0.919	0	3	Ssus11-THBS4	THBS4	Suss11
Ssus11-BAD	0	0.31	0.492	0.247	0	3	Ssus11-BAD	BAD	Suss11
Ssus11-ENSSSCG00000000697	0	0.3	0.546	0.282	0	3	Ssus11-ENSSSCG00000000697	ENSSSCG00000000697	Suss11
Ssus11-TWF2	0	0.37	0.589	0.335	0	3	Ssus11-TWF2	TWF2	Suss11
Ssus11-ENSSSCG00000010855	0	0.26	0.316	0.124	0	3	Ssus11-ENSSSCG00000010855	ENSSSCG00000010855	Suss11
Ssus11-PPAN	0	0.25	0.327	0.131	0	3	Ssus11-PPAN	PPAN	Suss11
Ssus11-RAC1.1	0	0.37	0.86	0.654	0	3	Ssus11-RAC1	RAC1	Suss11
Ssus11-SLC39A1	0	0.32	0.478	0.238	0	3	Ssus11-SLC39A1	SLC39A1	Suss11
Ssus11-TMEM160	0	0.32	0.514	0.261	0	3	Ssus11-TMEM160	TMEM160	Suss11
Ssus11-ENSSSCG00000012886	0	0.31	0.484	0.24	0	3	Ssus11-ENSSSCG00000012886	ENSSSCG00000012886	Suss11
Ssus11-ENSSSCG00000006559	0	0.33	0.582	0.321	0	3	Ssus11-ENSSSCG00000006559	ENSSSCG00000006559	Suss11
Ssus11-RPL36A-HNRNPH2.1	0	0.34	0.978	0.918	0	3	Ssus11-RPL36A-HNRNPH2	RPL36A-HNRNPH2	Suss11
Ssus11-PKDCC.2	0	0.36	0.772	0.483	0	3	Ssus11-PKDCC	PKDCC	Suss11
Ssus11-MSN.1	0	0.37	0.813	0.558	0	3	Ssus11-MSN	MSN	Suss11
Ssus11-RPL27.2	0	0.34	0.984	0.937	0	3	Ssus11-RPL27	RPL27	Suss11
Ssus11-ENSSSCG00000023158.1	0	0.37	0.767	0.518	0	3	Ssus11-ENSSSCG00000023158	ENSSSCG00000023158	Suss11
Ssus11-URM1	0	0.28	0.404	0.182	0	3	Ssus11-URM1	URM1	Suss11
Ssus11-TLR2	0	0.31	0.425	0.198	0	3	Ssus11-TLR2	TLR2	Suss11
Ssus11-MRPL55	0	0.31	0.466	0.229	0	3	Ssus11-MRPL55	MRPL55	Suss11
Ssus11-PSMG4.2	0	0.37	0.697	0.427	0	3	Ssus11-PSMG4	PSMG4	Suss11
Ssus11-MRPL57.1	0	0.37	0.797	0.571	0	3	Ssus11-MRPL57	MRPL57	Suss11
Ssus11-ENSSSCG00000035676	0	0.29	0.479	0.233	0	3	Ssus11-ENSSSCG00000035676	ENSSSCG00000035676	Suss11
Ssus11-RPS3A	0	0.29	1	0.986	0	3	Ssus11-RPS3A	RPS3A	Suss11
Ssus11-RBM42	0	0.29	0.509	0.256	0	3	Ssus11-RBM42	RBM42	Suss11
