p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Ssus11-HK1.3	9.77215666801734e-43	-0.293027568712576	0.146	0.407	1.17910842356297e-38	5	Ssus11-HK1
Ssus11-EEF1B2.4	1.41632684290128e-42	0.391663525549973	0.996	0.935	1.70893996864469e-38	5	Ssus11-EEF1B2
Ssus11-MT3.3	2.58050153687717e-42	-0.337224522435695	0.011	0.191	3.11363315439599e-38	5	Ssus11-MT3
Ssus11-ENSSSCG00000035080.2	4.43543992699735e-42	0.351546444226483	1	0.992	5.351801815915e-38	5	Ssus11-ENSSSCG00000035080
Ssus11-CD248.3	4.68950173599084e-42	-0.446560032609791	0.125	0.356	5.65835279464655e-38	5	Ssus11-CD248
Ssus11-ENSSSCG00000038991.1	4.94133156479981e-42	-0.315611256180649	0.175	0.446	5.96221066608745e-38	5	Ssus11-ENSSSCG00000038991
Ssus11-MYOT.4	5.42831259649884e-42	-0.329400714310355	0.045	0.247	6.5498019789355e-38	5	Ssus11-MYOT
GRCh38-MYL3.2	6.5385729087819e-42	-0.78833241515091	0.011	0.19	7.88944207173624e-38	5	GRCh38-MYL3
Ssus11-SLC9A3R2.1	6.74794835431731e-42	-0.328547705995408	0.097	0.325	8.14207448431927e-38	5	Ssus11-SLC9A3R2
Ssus11-NDUFV1.4	9.74066558656347e-42	-0.506640367556424	0.538	0.66	1.17530870967475e-37	5	Ssus11-NDUFV1
Ssus11-BCKDK.2	1.17368410709646e-41	-0.298467112261396	0.099	0.326	1.41616724362259e-37	5	Ssus11-BCKDK
Ssus11-FHL2.3	2.03836024976868e-41	-0.473496066028743	0.277	0.495	2.45948547737089e-37	5	Ssus11-FHL2
Ssus11-LAMB2.4	2.16322306074849e-41	-0.307249221680783	0.021	0.205	2.61014494509913e-37	5	Ssus11-LAMB2
Ssus11-KLHL31.4	2.43674718684254e-41	-0.288535756324731	0.023	0.21	2.9401791556442e-37	5	Ssus11-KLHL31
Ssus11-ACADL.3	2.57338755017092e-41	-0.311835155734285	0.065	0.277	3.10504941803623e-37	5	Ssus11-ACADL
Ssus11-CLTB.2	2.63287235951088e-41	-0.30825226996131	0.157	0.412	3.17682378898582e-37	5	Ssus11-CLTB
Ssus11-ENSSSCG00000018055.1	3.06003350328728e-41	-0.270128763593663	0.042	0.241	3.69223642506643e-37	5	Ssus11-ENSSSCG00000018055
Ssus11-ENSSSCG00000015747.3	3.1188025560571e-41	-0.962045612763309	0.404	0.508	3.76314716413849e-37	5	Ssus11-ENSSSCG00000015747
Ssus11-PHLDB1.1	3.3024796599076e-41	-0.302086589736247	0.125	0.364	3.98477195764451e-37	5	Ssus11-PHLDB1
Ssus11-ENSSSCG00000013906.4	3.8929442778955e-41	0.275304934701749	1	1	4.69722656570872e-37	5	Ssus11-ENSSSCG00000013906
Ssus11-CASQ2.5	4.82983375449742e-41	-0.51366536293121	0.202	0.43	5.82767740817659e-37	5	Ssus11-CASQ2
Ssus11-EMILIN2	5.72528054967526e-41	-0.286681565888341	0.072	0.285	6.90812351123816e-37	5	Ssus11-EMILIN2
Ssus11-CALM1.3	5.79104119089574e-41	0.428838923728412	0.866	0.725	6.9874703009348e-37	5	Ssus11-CALM1
Ssus11-PDLIM5.4	6.5373408410582e-41	-0.482073351593442	0.256	0.473	7.88795545882082e-37	5	Ssus11-PDLIM5
Ssus11-YBEY.2	6.63190384894442e-41	-0.280793234672116	0.087	0.309	8.00205518413633e-37	5	Ssus11-YBEY
Ssus11-GADD45G.2	8.79298692382858e-41	-0.271838823620303	0.021	0.204	1.06096180222916e-36	5	Ssus11-GADD45G
Ssus11-COL3A1.5	8.88238874506361e-41	0.366307999362383	1	0.999	1.07174902597938e-36	5	Ssus11-COL3A1
Ssus11-MPC2.4	1.10704917639306e-40	-0.345751627438862	0.179	0.432	1.33576553623587e-36	5	Ssus11-MPC2
Ssus11-CLEC3B.2	1.42914951578299e-40	-0.335259285734743	0.045	0.241	1.72441180574376e-36	5	Ssus11-CLEC3B
Ssus11-RPS13.3	1.53741240756792e-40	0.44651932027917	0.976	0.918	1.85504181097145e-36	5	Ssus11-RPS13
Ssus11-WDR45	1.74782368739028e-40	-0.278750587543041	0.145	0.399	2.10892406120511e-36	5	Ssus11-WDR45
Ssus11-NDRG4.4	1.78525088034351e-40	-0.29713965898263	0.037	0.229	2.15408371222248e-36	5	Ssus11-NDRG4
Ssus11-DUSP26.4	2.15747719990301e-40	-0.299672805511374	0.035	0.225	2.60321198940297e-36	5	Ssus11-DUSP26
Ssus11-ETFA.3	2.17203674973908e-40	-0.283415384278431	0.087	0.308	2.62077954223517e-36	5	Ssus11-ETFA
Ssus11-CISD3.2	2.59877329338143e-40	-0.280479716451422	0.173	0.438	3.13567985579403e-36	5	Ssus11-CISD3
Ssus11-ENSSSCG00000039544.3	2.75485491072272e-40	0.349559119522625	0.999	0.989	3.32400793527804e-36	5	Ssus11-ENSSSCG00000039544
Ssus11-ACADVL.4	2.90875781969203e-40	-0.494814811500822	0.36	0.539	3.5097071852404e-36	5	Ssus11-ACADVL
Ssus11-NNT.4	4.02001966271603e-40	-0.31028257203659	0.103	0.331	4.85055572503316e-36	5	Ssus11-NNT
Ssus11-NTMT1.1	4.33408003662167e-40	-0.262807856556172	0.042	0.237	5.2295009721877e-36	5	Ssus11-NTMT1
Ssus11-ENSSSCG00000034448.4	4.40001628569965e-40	0.287353141605288	1	0.999	5.3090596503252e-36	5	Ssus11-ENSSSCG00000034448
Ssus11-ANGPTL4.1	5.85036936158022e-40	-0.319743597576036	0.047	0.241	7.0590556716827e-36	5	Ssus11-ANGPTL4
Ssus11-ENG.2	6.24036776931763e-40	-0.359723654378742	0.224	0.488	7.52962775045865e-36	5	Ssus11-ENG
Ssus11-CKMT2.5	6.44472437936816e-40	-0.806922283495941	0.37	0.492	7.77620443614563e-36	5	Ssus11-CKMT2
Ssus11-ENSSSCG00000027907.4	6.72957501761703e-40	-0.365153929228926	0.851	0.872	8.11990521625671e-36	5	Ssus11-ENSSSCG00000027907
Ssus11-IRF3.1	9.67876521983537e-40	-0.286222868056768	0.069	0.279	1.16783981142534e-35	5	Ssus11-IRF3
Ssus11-MRPL51.1	1.38016877364225e-39	-0.271704566025276	0.07	0.281	1.66531164227674e-35	5	Ssus11-MRPL51
Ssus11-TMEM259	1.49328481722489e-39	-0.298496186691769	0.128	0.365	1.80179746046355e-35	5	Ssus11-TMEM259
Ssus11-HOMER2.5	1.62575327391504e-39	-0.37248188900149	0.09	0.303	1.96163390030589e-35	5	Ssus11-HOMER2
Ssus11-MRPL40	1.88608578972067e-39	-0.283330134830749	0.147	0.395	2.27575111387696e-35	5	Ssus11-MRPL40
Ssus11-KCNJ4.3	2.47706456670767e-39	-0.270507237354012	0.001	0.163	2.98882610618947e-35	5	Ssus11-KCNJ4
Ssus11-LIMS2.1	2.62378267521549e-39	-0.321360849528091	0.104	0.326	3.16585617591501e-35	5	Ssus11-LIMS2
Ssus11-MCRIP1	2.66899474975575e-39	-0.307552653581227	0.147	0.392	3.22040906505529e-35	5	Ssus11-MCRIP1
Ssus11-TOMM7.3	2.69098648935002e-39	-0.32206313002053	0.201	0.461	3.24694429804973e-35	5	Ssus11-TOMM7
Ssus11-TLE5.3	2.7086424583203e-39	-0.297849158145316	0.132	0.368	3.26824799020928e-35	5	Ssus11-TLE5
Ssus11-CDH2.5	2.85760534731494e-39	-0.319955269975864	0.078	0.289	3.4479866120702e-35	5	Ssus11-CDH2
Ssus11-IVD.1	3.28022234916994e-39	-0.271701530919394	0.063	0.266	3.95791628650845e-35	5	Ssus11-IVD
GRCh38-MYH7.3	3.44171818509748e-39	-0.90594937021578	0.016	0.189	4.15277716213862e-35	5	GRCh38-MYH7
Ssus11-APOBEC2.4	3.4924446333937e-39	-0.314310082618178	0.077	0.288	4.21398369465284e-35	5	Ssus11-APOBEC2
Ssus11-LMO7.3	4.17025173632115e-39	-0.291366386082937	0.038	0.225	5.0318257450451e-35	5	Ssus11-LMO7
Ssus11-ACADM.4	4.21625728137999e-39	-0.30551618480623	0.121	0.35	5.0873360357131e-35	5	Ssus11-ACADM
Ssus11-KCNIP2.2	4.25422148810815e-39	-0.257920819779462	0.001	0.163	5.13314364755129e-35	5	Ssus11-KCNIP2
Ssus11-ENSSSCG00000040854.5	4.83629454679846e-39	-0.310807856636444	0.153	0.398	5.83547300016702e-35	5	Ssus11-ENSSSCG00000040854
Ssus11-SLC10A3.1	5.43276902935524e-39	-0.309351305950781	0.259	0.52	6.55517911082004e-35	5	Ssus11-SLC10A3
Ssus11-PDHB.3	5.70369866118079e-39	-0.308378759110154	0.108	0.326	6.88208280458074e-35	5	Ssus11-PDHB
Ssus11-BNIP3	7.71180177149662e-39	-0.284380058428461	0.143	0.387	9.30506001748783e-35	5	Ssus11-BNIP3
Ssus11-MRPS26	8.6506761709327e-39	-0.267312167915641	0.138	0.383	1.04379058678474e-34	5	Ssus11-MRPS26
Ssus11-FKBP4	9.96643896840435e-39	-0.267228161101361	0.089	0.303	1.20255052592767e-34	5	Ssus11-FKBP4
Ssus11-PFKL	1.0201679831918e-38	-0.301358574947761	0.132	0.363	1.23093468851923e-34	5	Ssus11-PFKL
Ssus11-SH3BGR.5	1.22704981198535e-38	-0.357023858614675	0.144	0.38	1.48055830314153e-34	5	Ssus11-SH3BGR
Ssus11-CAV3.5	1.37259755157148e-38	-0.335627195375429	0.09	0.302	1.65617620572615e-34	5	Ssus11-CAV3
GRCh38-TNNC1.2	1.37778402083511e-38	-0.763931673253045	0.026	0.202	1.66243419953964e-34	5	GRCh38-TNNC1
Ssus11-SLC38A10.2	1.53067843727338e-38	-0.363823961191552	0.141	0.369	1.84691660241406e-34	5	Ssus11-SLC38A10
Ssus11-SPAG8.2	1.63676545246465e-38	-0.271683879186983	0.123	0.358	1.97492119494384e-34	5	Ssus11-SPAG8
Ssus11-ENSSSCG00000017913	1.70046636010154e-38	-0.270239748419342	0.195	0.464	2.05178271009852e-34	5	Ssus11-ENSSSCG00000017913
Ssus11-LGMN.5	1.8837714341302e-38	0.256752388759342	0.765	0.499	2.2729586124215e-34	5	Ssus11-LGMN
Ssus11-MYL9.4	2.21844626797087e-38	-0.505859722006639	0.918	0.898	2.67677726693365e-34	5	Ssus11-MYL9
Ssus11-RBPMS.2	2.50787815544972e-38	-0.280339458894044	0.105	0.326	3.02600578236563e-34	5	Ssus11-RBPMS
Ssus11-SMPD1	2.58983397938722e-38	-0.270644382734455	0.1	0.32	3.12489367952862e-34	5	Ssus11-SMPD1
Ssus11-FKBP8.1	2.83681635039778e-38	-0.308488530301083	0.144	0.381	3.42290260838997e-34	5	Ssus11-FKBP8
Ssus11-MSRB1.1	2.9474116143886e-38	-0.289642102491661	0.134	0.368	3.55634685392129e-34	5	Ssus11-MSRB1
Ssus11-MRPL12.1	3.09227927009963e-38	-0.267518722495189	0.03	0.208	3.73114416730221e-34	5	Ssus11-MRPL12
Ssus11-TSC22D1.4	3.82419425347634e-38	-0.453049404092202	0.28	0.493	4.61427278624455e-34	5	Ssus11-TSC22D1
Ssus11-NEDD8.1	4.12985744495544e-38	-0.275578656412465	0.194	0.46	4.98308599308323e-34	5	Ssus11-NEDD8
Ssus11-DYNLL2.2	6.41563952177542e-38	-0.304339519750404	0.115	0.34	7.74111064697422e-34	5	Ssus11-DYNLL2
Ssus11-ENSSSCG00000012088.2	7.37482638937945e-38	-0.350758510623744	0.16	0.396	8.89846552142524e-34	5	Ssus11-ENSSSCG00000012088
Ssus11-ACTG1.4	7.71196070876537e-38	0.280303282142564	1	0.922	9.30525179119629e-34	5	Ssus11-ACTG1
Ssus11-CAMK2A.3	1.09727153382798e-37	-0.256641721335102	0.013	0.179	1.32396783271684e-33	5	Ssus11-CAMK2A
Ssus11-GFM1.3	1.35020217514594e-37	-0.286846216223143	0.061	0.256	1.62915394453109e-33	5	Ssus11-GFM1
Ssus11-CALD1.5	1.95530463091999e-37	0.414657973456019	0.783	0.605	2.35927056766806e-33	5	Ssus11-CALD1
Ssus11-ETFDH.4	2.03653160450424e-37	-0.279933866621287	0.078	0.282	2.45727903399482e-33	5	Ssus11-ETFDH
Ssus11-MYL12A.2	2.1852060357608e-37	0.412564855929232	0.96	0.819	2.63666960274898e-33	5	Ssus11-MYL12A
Ssus11-GHITM.4	2.291979267084e-37	-0.39514882926325	0.296	0.51	2.76550218366355e-33	5	Ssus11-GHITM
Ssus11-ENSSSCG00000024144.4	2.46433720554343e-37	-0.460967266867524	0.74	0.754	2.97346927220871e-33	5	Ssus11-ENSSSCG00000024144
Ssus11-VDAC3.4	2.79296286331137e-37	-0.295019224497337	0.134	0.366	3.36998899087151e-33	5	Ssus11-VDAC3
Ssus11-FHOD3.3	2.8754854099772e-37	-0.272661411523889	0.047	0.234	3.46956069567849e-33	5	Ssus11-FHOD3
Ssus11-NDUFB3.4	2.98075931520133e-37	-0.279458746880922	0.172	0.424	3.59658418972193e-33	5	Ssus11-NDUFB3
Ssus11-MRPS25.1	3.63058024634442e-37	-0.256594638529185	0.09	0.302	4.38065812523918e-33	5	Ssus11-MRPS25
Ssus11-ENSSSCG00000022246.2	3.93515500532104e-37	-0.324529449587327	0.079	0.28	4.74815802942037e-33	5	Ssus11-ENSSSCG00000022246
Ssus11-NIPSNAP2.3	4.30168242832391e-37	-0.289153483722439	0.093	0.301	5.19041001801563e-33	5	Ssus11-NIPSNAP2
Ssus11-CFL2.5	4.93969706919121e-37	-0.295423865076253	0.106	0.323	5.96023848368611e-33	5	Ssus11-CFL2
Ssus11-ENSSSCG00000010190.5	4.96777507222784e-37	-1.65948589666635	0.979	0.822	5.99411740215011e-33	5	Ssus11-ENSSSCG00000010190
Ssus11-TBRG4	5.36306211239012e-37	-0.260042044660816	0.044	0.226	6.47107074480992e-33	5	Ssus11-TBRG4
Ssus11-ENSSSCG00000012049.3	5.61162547366557e-37	-0.276510518841793	0.064	0.258	6.77098729652488e-33	5	Ssus11-ENSSSCG00000012049
Ssus11-ENSSSCG00000016737.5	7.86982121479252e-37	0.321413265937782	0.993	0.897	9.49572627776865e-33	5	Ssus11-ENSSSCG00000016737
Ssus11-SGCA.4	8.44852274167284e-37	-0.263282574779493	0.024	0.194	1.01939875401025e-32	5	Ssus11-SGCA
Ssus11-PXDN.3	9.46339973051424e-37	-0.375942302528487	0.209	0.454	1.14185381148385e-32	5	Ssus11-PXDN
Ssus11-CTSF.3	1.00568793106428e-36	-0.323226414307039	0.17	0.407	1.21346305762216e-32	5	Ssus11-CTSF
Ssus11-AGRN.2	1.49268269282185e-36	-0.289093300074796	0.095	0.304	1.80107093715884e-32	5	Ssus11-AGRN
Ssus11-ISLR.3	1.69423378862715e-36	-0.402052369328401	0.223	0.466	2.04426248935752e-32	5	Ssus11-ISLR
Ssus11-COX20.2	1.87163307938718e-36	-0.269607436497083	0.074	0.271	2.25831247358857e-32	5	Ssus11-COX20
Ssus11-COX5A.4	2.14555422603838e-36	-0.504947364822959	0.866	0.825	2.58882572913791e-32	5	Ssus11-COX5A
Ssus11-NDUFV2.4	2.27057466146107e-36	-0.334498687902965	0.259	0.494	2.73967538651893e-32	5	Ssus11-NDUFV2
Ssus11-WFS1.2	3.09621495703217e-36	-0.270005605425134	0.071	0.266	3.73589296715501e-32	5	Ssus11-WFS1
Ssus11-TNIP1	3.302061237707e-36	-0.276715570517621	0.18	0.424	3.98426708941727e-32	5	Ssus11-TNIP1
Ssus11-CYB5R1.1	3.45070271329744e-36	-0.250145920148676	0.047	0.23	4.16361789386469e-32	5	Ssus11-CYB5R1
Ssus11-C7H6orf125.2	3.587414615407e-36	-0.250029695646898	0.25	0.513	4.32857447495009e-32	5	Ssus11-C7H6orf125
Ssus11-ENO3.5	4.02487703105903e-36	-1.05061638256302	0.855	0.722	4.85641662567582e-32	5	Ssus11-ENO3
Ssus11-BMP1.2	4.26010949001402e-36	-0.358303277014498	0.184	0.42	5.14024811065091e-32	5	Ssus11-BMP1
Ssus11-TUFM.1	4.95582870774879e-36	-0.262154032523168	0.106	0.319	5.97970291876969e-32	5	Ssus11-TUFM
Ssus11-RPL38	4.99191542092038e-36	0.333856815956409	0.998	0.985	6.02324514688252e-32	5	Ssus11-RPL38
Ssus11-ENSSSCG00000021977.3	5.28562797368683e-36	-0.275154263517632	0.049	0.232	6.37763871305053e-32	5	Ssus11-ENSSSCG00000021977
Ssus11-RCAN2.3	5.64578644766438e-36	-0.278086949510209	0.055	0.239	6.81220592775184e-32	5	Ssus11-RCAN2
Ssus11-FBLN2.3	6.00914068563753e-36	-0.38060117963038	0.159	0.379	7.25062915129024e-32	5	Ssus11-FBLN2
Ssus11-GPS1	6.40413739649446e-36	-0.281921769377209	0.126	0.349	7.72723218261021e-32	5	Ssus11-GPS1
Ssus11-CITED1.3	9.06177285053643e-36	-0.252525430251114	0.012	0.169	1.09339351214573e-31	5	Ssus11-CITED1
Ssus11-NDUFS4.5	9.126922645624e-36	-0.340417137114763	0.245	0.485	1.10125448642099e-31	5	Ssus11-NDUFS4
Ssus11-ENSSSCG00000036306.2	9.46766918995093e-36	-0.266334820202813	0.015	0.174	1.14236896445948e-31	5	Ssus11-ENSSSCG00000036306
Ssus11-MFGE8.1	1.04163766058882e-35	-0.330285987776288	0.191	0.433	1.25684000126647e-31	5	Ssus11-MFGE8
Ssus11-ENSSSCG00000006928.3	1.10164048173575e-35	-0.280842158125728	0.157	0.394	1.32923940526235e-31	5	Ssus11-ENSSSCG00000006928
Ssus11-NENF.3	1.13997413726452e-35	-0.270823744345789	0.165	0.406	1.37549279402337e-31	5	Ssus11-NENF
Ssus11-TRIM54.4	1.24349214900932e-35	-0.280932868863575	0.037	0.21	1.50039762699464e-31	5	Ssus11-TRIM54
Ssus11-TPM1.5	1.25175804965519e-35	-0.598730765111365	0.984	0.933	1.51037126271395e-31	5	Ssus11-TPM1
Ssus11-UBAC1.2	1.26879337041403e-35	-0.261747669284178	0.162	0.397	1.53092608074157e-31	5	Ssus11-UBAC1
GRCh38-ACTC1.3	1.42464947407088e-35	-0.862262405379984	0.022	0.185	1.71898205541392e-31	5	GRCh38-ACTC1
Ssus11-ABLIM1.4	1.4929013823033e-35	-0.295921474748995	0.088	0.29	1.80133480788717e-31	5	Ssus11-ABLIM1
Ssus11-LAPTM4B.3	1.56354651906053e-35	-0.288956029040756	0.184	0.431	1.88657522989844e-31	5	Ssus11-LAPTM4B
Ssus11-NDUFB11.4	2.36835008937091e-35	-0.394727520847248	0.318	0.518	2.85765121783494e-31	5	Ssus11-NDUFB11
Ssus11-SPTAN1.1	2.55169206469426e-35	-0.256826550087298	0.135	0.359	3.0788716452601e-31	5	Ssus11-SPTAN1
Ssus11-ENSSSCG00000007524.5	2.77111275707487e-35	-0.665389355069822	0.925	0.868	3.34362465268653e-31	5	Ssus11-ENSSSCG00000007524
Ssus11-ENSSSCG00000007264.3	3.06734624526246e-35	-0.265759674857306	0.042	0.216	3.70105997953368e-31	5	Ssus11-ENSSSCG00000007264
Ssus11-FAM162A.5	4.19208781259716e-35	-0.37675520756906	0.254	0.477	5.05817315467973e-31	5	Ssus11-FAM162A
Ssus11-TWF2.4	4.48773693353716e-35	-0.26781128310374	0.175	0.41	5.41490338400593e-31	5	Ssus11-TWF2
Ssus11-SIVA1.1	5.0654639635528e-35	-0.252969219519395	0.119	0.332	6.11198881842281e-31	5	Ssus11-SIVA1
Ssus11-ENSSSCG00000022925.1	5.49427987236994e-35	-0.253493335001596	0.083	0.281	6.62939809400156e-31	5	Ssus11-ENSSSCG00000022925
Ssus11-SLC8A1.4	5.55541140373057e-35	-0.274535977507431	0.09	0.291	6.7031593997413e-31	5	Ssus11-SLC8A1
Ssus11-ENSSSCG00000038719.3	5.82092818441107e-35	-0.836162556097284	0.091	0.283	7.02353194731039e-31	5	Ssus11-ENSSSCG00000038719
Ssus11-ENSSSCG00000038713.5	1.22085281654e-34	-0.425344507843117	0.81	0.798	1.47308100843716e-30	5	Ssus11-ENSSSCG00000038713
Ssus11-ENSSSCG00000032235.2	1.32186759125398e-34	-0.307854500371458	0.12	0.328	1.59496543560706e-30	5	Ssus11-ENSSSCG00000032235
Ssus11-HADHB.4	1.33828909925667e-34	-0.453285703495277	0.329	0.508	1.6147796271631e-30	5	Ssus11-HADHB
Ssus11-TUBGCP2.1	1.42840273866826e-34	-0.260667047251973	0.093	0.296	1.72351074447712e-30	5	Ssus11-TUBGCP2
Ssus11-BTBD2.2	1.44480958997454e-34	-0.290846914793715	0.148	0.37	1.74330725126328e-30	5	Ssus11-BTBD2
Ssus11-FKBP3.3	1.93480526107662e-34	-0.274840358649778	0.145	0.368	2.33453602801505e-30	5	Ssus11-FKBP3
Ssus11-ENSSSCG00000035293.4	2.06926637521895e-34	0.380366020356048	0.924	0.777	2.49677680833918e-30	5	Ssus11-ENSSSCG00000035293
Ssus11-PPP2R1A.1	2.5152318299887e-34	-0.256681095125145	0.162	0.397	3.03487872606437e-30	5	Ssus11-PPP2R1A
Ssus11-NKX2-5.4	2.93260521450529e-34	-0.255204657257685	0.037	0.207	3.53848145182208e-30	5	Ssus11-NKX2-5
Ssus11-STOM.1	3.39566067432901e-34	-0.282407214588393	0.191	0.437	4.09720416964538e-30	5	Ssus11-STOM
Ssus11-RPL7.2	3.79617970178309e-34	0.323232628448415	0.998	0.97	4.58047042817148e-30	5	Ssus11-RPL7
Ssus11-SDHB.4	3.91016687250558e-34	-0.267354741438797	0.177	0.415	4.71800734836523e-30	5	Ssus11-SDHB
Ssus11-MYO1C	4.14082299894135e-34	-0.270555441484906	0.154	0.38	4.99631703052263e-30	5	Ssus11-MYO1C
Ssus11-ATP5IF1.5	4.53505206255822e-34	-0.436649610436447	0.95	0.907	5.47199381868275e-30	5	Ssus11-ATP5IF1
Ssus11-FBXW5	5.59249000835196e-34	-0.251375481699625	0.092	0.292	6.74789844407747e-30	5	Ssus11-FBXW5
Ssus11-CHID1.2	7.5815022554102e-34	-0.308555870598146	0.169	0.396	9.14784062137795e-30	5	Ssus11-CHID1
Ssus11-EHBP1L1.1	9.02224218886213e-34	-0.304023105455217	0.18	0.411	1.0886237425081e-29	5	Ssus11-EHBP1L1
Ssus11-NDUFA5.4	9.58415331291071e-34	-0.291183903130505	0.173	0.402	1.15642393873581e-29	5	Ssus11-NDUFA5
Ssus11-RAMP1.5	1.02849828606394e-33	-0.425894819041882	0.296	0.488	1.24098603196475e-29	5	Ssus11-RAMP1
Ssus11-VWA1	1.30464031664398e-33	-0.266513497335756	0.048	0.221	1.57417900606262e-29	5	Ssus11-VWA1
Ssus11-FXR2.2	1.44909291339955e-33	-0.250647132342992	0.068	0.252	1.7484755093079e-29	5	Ssus11-FXR2
GRCh38-MT-CO2.2	1.66807494249336e-33	-0.844750529426643	0.033	0.193	2.01269922561249e-29	5	GRCh38-MT-CO2
Ssus11-RPL17-C18orf32.3	2.7840141431828e-33	0.34193213119799	0.995	0.977	3.35919146516437e-29	5	Ssus11-RPL17-C18orf32
Ssus11-ENSSSCG00000003839.2	2.8964331496116e-33	-0.299567184965444	0.134	0.347	3.49483623832136e-29	5	Ssus11-ENSSSCG00000003839
Ssus11-ANXA6.3	3.37061613781078e-33	-0.289745896730442	0.206	0.446	4.06698543188249e-29	5	Ssus11-ANXA6
Ssus11-ENSSSCG00000020686.4	5.2135568316497e-33	-0.450044130404868	0.495	0.61	6.29067767306852e-29	5	Ssus11-ENSSSCG00000020686
Ssus11-OLFML2B.3	6.73681729340364e-33	-0.315269660562393	0.102	0.298	8.12864374622083e-29	5	Ssus11-OLFML2B
GRCh38-GAPDH.2	7.7562313771774e-33	-0.83283835300882	0.023	0.176	9.35866877970225e-29	5	GRCh38-GAPDH
Ssus11-FGL2.1	1.35219194352864e-32	-0.252790525239088	0.105	0.306	1.63155479906165e-28	5	Ssus11-FGL2
Ssus11-CDC34.4	1.37263682536567e-32	-0.337551031995271	0.328	0.532	1.65622359348622e-28	5	Ssus11-CDC34
Ssus11-NOSIP	1.39376583284912e-32	-0.25438024754262	0.054	0.225	1.68171785391575e-28	5	Ssus11-NOSIP
Ssus11-NUDT3.4	1.81005335493317e-32	0.260453174808256	1	0.996	2.18401037806237e-28	5	Ssus11-NUDT3
Ssus11-TMED3.2	2.86665894189917e-32	-0.326408878943755	0.162	0.375	3.45891067929554e-28	5	Ssus11-TMED3
Ssus11-ENSSSCG00000021374.4	3.35479985849362e-32	-0.601318708726749	0.878	0.777	4.0479015092584e-28	5	Ssus11-ENSSSCG00000021374
Ssus11-COL1A2.5	3.55060810462447e-32	0.285111760926807	1	0.95	4.28416373903989e-28	5	Ssus11-COL1A2
Ssus11-HTRA3.1	3.79528684555817e-32	-0.271797150324823	0.07	0.249	4.57939310785048e-28	5	Ssus11-HTRA3
Ssus11-DPP7.2	4.0126273771976e-32	-0.344167957471913	0.215	0.438	4.84163619332662e-28	5	Ssus11-DPP7
Ssus11-OLFML3.5	4.58631038820438e-32	-0.439242673371275	0.267	0.477	5.53384211440741e-28	5	Ssus11-OLFML3
Ssus11-NPDC1.2	5.65194659987446e-32	-0.300242845047076	0.11	0.307	6.81963876740853e-28	5	Ssus11-NPDC1
GRCh38-MYL4.2	8.61635315335136e-32	-0.660191961029757	0.018	0.163	1.03964917148338e-27	5	GRCh38-MYL4
Ssus11-MYL3.5	8.99972381800411e-32	-1.84223151510171	0.769	0.64	1.08590667588038e-27	5	Ssus11-MYL3
Ssus11-ACO2.4	1.2050256028617e-31	-0.560977213349694	0.643	0.663	1.45398389241292e-27	5	Ssus11-ACO2
Ssus11-ENSSSCG00000009146.1	1.28434515212458e-31	0.258742111769773	1	0.998	1.54969086055352e-27	5	Ssus11-ENSSSCG00000009146
Ssus11-CTSV.1	1.58037004053774e-31	-0.262474480034368	0.126	0.329	1.90687449091284e-27	5	Ssus11-CTSV
Ssus11-FRZB.4	1.6909607814917e-31	-0.459749047692615	0.099	0.279	2.04031327894788e-27	5	Ssus11-FRZB
Ssus11-CILP.4	1.85373425356937e-31	-0.585749581448357	0.156	0.353	2.2367157503568e-27	5	Ssus11-CILP
Ssus11-CYC1.4	1.85847938222626e-31	-0.419423441126912	0.801	0.786	2.2424412225942e-27	5	Ssus11-CYC1
Ssus11-ENSSSCG00000005453.4	2.2105926514075e-31	0.331457558504855	0.751	0.566	2.66730109318829e-27	5	Ssus11-ENSSSCG00000005453
Ssus11-RACK1.4	2.45565329839212e-31	0.300684854559374	0.997	0.976	2.96299126983993e-27	5	Ssus11-RACK1
Ssus11-ENSSSCG00000033720.2	2.46191875295228e-31	-0.313392589402544	0.145	0.348	2.97055116731222e-27	5	Ssus11-ENSSSCG00000033720
Ssus11-ENSSSCG00000032591.1	2.57593987565874e-31	-0.310702264721507	0.126	0.326	3.10812905396984e-27	5	Ssus11-ENSSSCG00000032591
Ssus11-IDH2.4	2.95304470243219e-31	-0.400108590313126	0.842	0.82	3.56314373795468e-27	5	Ssus11-IDH2
Ssus11-LTBP3.4	3.8683126280451e-31	-0.39384284351269	0.249	0.472	4.66750601699922e-27	5	Ssus11-LTBP3
Ssus11-ACTN2.4	4.17086388433674e-31	-0.922154455994731	0.771	0.662	5.03256436284071e-27	5	Ssus11-ACTN2
Ssus11-VWF.1	4.28045079323573e-31	-0.274886126393353	0.059	0.228	5.16479192711823e-27	5	Ssus11-VWF
Ssus11-LGALS3BP.3	5.41862957884445e-31	-0.429852015109308	0.196	0.404	6.53811844983372e-27	5	Ssus11-LGALS3BP
GRCh38-MYL6.1	9.75031005901955e-31	-0.593384213226089	0.018	0.159	1.1764724117213e-26	5	GRCh38-MYL6
Ssus11-CD34.2	1.19093807978462e-30	-0.287122928008144	0.113	0.304	1.43698588706812e-26	5	Ssus11-CD34
